City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,shwebo,22.5667,95.7,25.6,90,100,3.08,MM,1724699016
364,tindouf,27.6711,-8.1474,42.25,14,40,6.69,DZ,1724699017
365,zavitinsk,50.1167,129.45,13.4,96,8,2.58,RU,1724699018
366,ar ruways,24.1103,52.7306,33.53,67,0,3.57,AE,1724699019
367,al bardiyah,31.7561,25.0865,27.13,68,0,5.71,LY,1724699021
368,guerrero negro,27.9769,-114.0611,26.23,52,0,6.48,MX,1724699022
369,nemuro,43.3236,145.575,18.54,100,100,4.62,JP,1724699023
370,wagar,16.1525,36.2032,29.49,62,94,8.76,SD,1724699024
371,kupang,-10.1667,123.5833,23.3,90,100,2.97,ID,1724699025
372,torghay,49.6339,63.4981,17.94,60,100,5.24,KZ,1724699026
373,san francisco,37.7749,-122.4194,27.48,55,20,3.09,US,1724698982
374,darab,28.7519,54.5444,33.15,14,0,7.69,IR,1724699029
375,noosa heads,-26.3833,153.15,18.33,83,0,3.19,AU,1724699030
376,nouadhibou,20.931,-17.0347,26.99,78,100,3.6,MR,1724699031
377,berbera,10.4396,45.0143,33.4,47,13,2.02,SO,1724699032
378,jeddah,21.5169,39.2192,33.92,66,0,2.57,SA,1724698802
379,roma,43.2128,-75.4557,28.08,59,40,3.09,US,1724699034
380,qurayyat,31.3318,37.3428,31.1,16,40,4.12,SA,1724699035
381,quellon,-43.1167,-73.6167,8.38,66,75,3.83,CL,1724698934
382,caranguejeira,39.7462,-8.7074,22.23,58,20,2.57,PT,1724699038
383,mandan,46.8267,-100.8896,18.99,82,0,2.57,US,1724699039
384,vihari,30.0333,72.35,31.23,59,40,6.4,PK,1724699040
385,xilin hot,43.9667,116.0333,13.63,58,0,1.04,CN,1724699041
386,coxen hole,16.3244,-86.5366,31.6,70,20,3.6,HN,1724698861
387,socorro,31.6546,-106.3033,33.92,28,75,3.6,US,1724699044
388,marica,-22.9194,-42.8186,15.69,88,100,4.33,BR,1724699045
389,tual,-5.6667,132.75,25.65,86,61,8.32,ID,1724698456
390,tara,56.8944,74.371,11.06,89,88,2.39,RU,1724699047
391,kruisfontein,-34.0033,24.7314,13.81,82,5,2.81,ZA,1724699048
392,staritsa,56.5075,34.9354,19.76,74,0,1.63,RU,1724699049
393,ha'il,27.5219,41.6907,37.01,18,0,3.09,SA,1724699050
394,feicheng,35.2606,117.9675,21.89,95,80,2.58,CN,1724699053
395,ashburton,-37.8626,145.0794,13.26,73,100,2.24,AU,1724699054
396,mayo-belwa,9.05,12.05,23.5,90,84,2.64,NG,1724699055
397,midvagur,62.0511,-7.1939,11.46,93,100,3.6,FO,1724699056
398,rumonge,-3.9736,29.4386,24.71,50,41,1.4,BI,1724699057
399,williams lake,52.1415,-122.1445,20.03,54,75,7.72,CA,1724698912
400,vytegra,61.0064,36.4481,14.66,76,9,2.49,RU,1724699060
401,aripuana,-9.1667,-60.6333,35.39,23,5,1.35,BR,1724698896
402,kuanda,56.3161,116.0806,14.78,60,100,1.34,RU,1724699062
403,carbonear,47.7332,-53.2148,26.12,64,100,4.17,CA,1724699063
404,odienne,9.51,-7.5692,24.39,93,40,1.42,CI,1724699064
405,gadzhiyevo,69.2551,33.3362,15.19,59,99,10.87,RU,1724698985
406,lake norman of catawba,35.5804,-81.0165,32.13,52,0,1.54,US,1724699066
407,sol'-iletsk,51.1631,54.9918,18.19,70,47,4.93,RU,1724699068
408,mejit,10.2753,170.8646,28.7,77,98,8.73,MH,1724699069
409,trinidad,-14.8333,-64.9,26.99,29,3,3.09,BO,1724699070
410,hirara,24.8,125.2833,27.92,94,20,2.57,JP,1724699072
411,antsiranana,-12.2787,49.2917,22.92,70,2,9.03,MG,1724699073
412,lompoc,34.6391,-120.4579,30.63,45,0,5.14,US,1724699074
413,pathein,16.7833,94.7333,25.08,93,100,1.82,MM,1724699075
414,ta`u,-14.2336,-169.5144,26.18,87,100,4.93,AS,1724698788
415,melendugno,40.2747,18.3368,27.81,59,0,3.06,IT,1724699078
416,mar del plata,-38.0023,-57.5575,12.01,82,75,5.14,AR,1724699080
417,severobaykal'sk,55.65,109.3167,12.11,85,100,0.55,RU,1724699081
418,novotroitskaya,45.3267,41.5253,24.79,40,99,5.31,RU,1724699082
419,santiago de cao,-7.9589,-79.2392,18.07,88,100,4.63,PE,1724699083
420,lamu,-2.2717,40.902,24.67,84,21,5.42,KE,1724699084
421,peace river,56.2501,-117.286,18.17,67,100,3.09,CA,1724698807
422,kavaratti,10.5669,72.642,26.63,88,36,5.26,IN,1724699086
423,kamennogorsk,60.9545,29.1339,12.94,71,100,2.88,RU,1724699088
424,sinabang,2.4803,96.3801,24.26,91,100,2.51,ID,1724699089
425,choyr,46.3611,108.3611,18.92,44,99,3.15,MN,1724699090
426,saipan,15.1355,145.701,27.39,83,75,4.12,MP,1724698791
427,vilyuchinsk,52.9306,158.4028,10.15,59,100,3.67,RU,1724699092
428,naliya,23.2667,68.8333,26.12,87,100,11.37,IN,1724699093
429,limulunga,-15.0969,23.1376,20.18,17,12,2.67,ZM,1724699094
430,kodinsk,58.6881,99.1844,12.88,94,100,4.48,RU,1724699095
431,chinde,26.8212,87.7095,24.39,91,100,1.14,NP,1724699097
432,ceeldheer,3.8488,47.1806,25.77,79,47,8.6,SO,1724699098
433,oranjemund,-28.55,16.4333,13.49,81,0,0.94,NA,1724699099
434,onguday,50.75,86.15,7.4,67,6,1.14,RU,1724699100
435,colby,39.3958,-101.0524,35.46,33,0,5.81,US,1724699101
436,calvinia,-31.4707,19.776,10.23,87,100,7.41,ZA,1724699102
437,al jawf,29.5,38.75,32.06,25,93,2.88,SA,1724699103
438,kaka,37.3482,59.6143,28.29,14,0,3.4,TM,1724699104
439,hasaki,35.7333,140.8333,26.83,84,18,6.91,JP,1724699106
440,motueka,-41.1333,173.0167,13.39,98,100,1.53,NZ,1724699107
441,pyt-yakh,60.7499,72.8582,10.97,79,99,2.51,RU,1724699108
442,nong kung si,16.65,103.3,25.8,85,98,1.77,TH,1724699109
443,villa elisa,-25.3667,-57.6167,21.47,34,0,3.09,PY,1724699110
444,arques,50.7337,2.3024,18.28,80,6,2.81,FR,1724699111
445,sassandra,4.95,-6.0833,23.44,90,43,3.25,CI,1724698874
446,willemstad,12.1084,-68.9335,34.95,52,20,6.69,CW,1724698368
447,naracoorte,-36.9579,140.7383,9.18,89,100,5.14,AU,1724699115
448,zelenoborskiy,66.845,32.3622,15.03,66,100,4.94,RU,1724699116
449,lautoka,-17.6167,177.4667,18.92,88,20,2.06,FJ,1724699118
450,golden gate,26.1879,-81.6951,33.9,71,20,4.12,US,1724699119
451,belize city,17.4995,-88.1976,29.45,80,40,2.57,BZ,1724699121
452,shira,54.4911,89.9531,13.33,71,100,5.37,RU,1724699123
453,peniche,39.3558,-9.3811,16.98,87,100,5.53,PT,1724699126
454,kushiro,42.975,144.3747,18.53,100,100,1.54,JP,1724699044
455,new norfolk,-42.7826,147.0587,14.4,72,99,5.03,AU,1724699128
456,sihanoukville,10.6093,103.5296,25.97,94,40,1.54,KH,1724699130
457,etampes,48.4333,2.15,20.83,64,0,1.23,FR,1724698930
458,jieshou,33.2634,115.3611,21.96,88,100,5.54,CN,1724699115
459,zhezqazghan,47.7833,67.7667,21.32,28,40,8.0,KZ,1724699133
460,elizabethtown,37.694,-85.8591,33.38,41,0,2.06,US,1724699134
461,cockburn town,21.4612,-71.1419,32.98,70,40,4.12,TC,1724699135
462,island harbour,50.724,-1.2758,17.22,74,100,1.34,GB,1724699136
463,hami,42.8,93.45,28.29,32,19,3.88,CN,1724699137
464,ribeira brava,32.65,-17.0667,25.0,63,14,1.14,PT,1724699139
465,codrington,-38.2667,141.9667,11.52,81,100,8.31,AU,1724699088
466,mongomo,1.6274,11.3135,22.74,83,100,2.72,GQ,1724699141
467,formosa do rio preto,-11.0483,-45.1931,35.53,15,6,2.84,BR,1724699142
468,kani keli,-12.9536,45.1033,25.59,76,0,4.28,YT,1724699143
469,road town,18.4167,-64.6167,31.02,70,40,3.09,VG,1724698987
470,itaituba,-4.2761,-55.9836,35.09,43,20,2.57,BR,1724699145
471,nhamunda,-2.1861,-56.7131,40.64,14,9,2.8,BR,1724699001
472,raduzhny,62.0961,77.475,12.0,73,7,5.14,RU,1724699148
473,berezovyy,51.6667,135.7,14.96,99,100,0.57,RU,1724699149
474,alice springs,-23.7,133.8833,9.75,76,0,0.0,AU,1724699150
475,nizhniy kuranakh,58.8353,125.4869,9.81,93,100,1.45,RU,1724699151
476,morigaon,26.3796,92.3415,27.05,87,16,2.49,IN,1724699152
477,novodvinsk,64.4165,40.8122,12.86,69,0,2.01,RU,1724699153
478,toropets,56.4978,31.6353,18.26,90,4,2.31,RU,1724699154
479,selfoss,63.9331,-20.9971,10.58,76,92,3.0,IS,1724699155
480,caburan,5.9181,125.6411,25.34,80,26,1.34,PH,1724699157
481,mount gambier,-37.8333,140.7667,11.23,87,100,5.85,AU,1724699158
482,kharabali,47.4196,47.2568,23.44,35,45,1.96,RU,1724699159
483,isabela,6.7085,121.9711,25.03,86,51,1.13,PH,1724699160
484,ocean shores,46.9737,-124.1563,17.0,94,100,0.89,US,1724699026
485,praia,14.9215,-23.5087,28.3,69,40,3.6,CV,1724699164
486,karaton,-6.3424,106.1045,22.41,87,5,0.37,ID,1724699165
487,okhotsk,59.3833,143.3,13.42,93,100,2.01,RU,1724699166
488,labytnangi,66.6572,66.4183,12.68,84,24,1.92,RU,1724699167
489,ninghai,29.2892,121.4247,25.43,88,85,1.53,CN,1724699168
490,ilomantsi,62.6716,30.9328,12.15,71,30,2.46,FI,1724699169
491,mariental,-24.6333,17.9667,21.11,6,0,5.3,NA,1724699171
492,sitka,57.0531,-135.33,13.94,77,20,2.06,US,1724699172
493,mwene-ditu,-7.0,23.45,24.59,23,1,0.7,CD,1724699173
494,port hedland,-20.3167,118.5667,18.03,42,6,3.6,AU,1724698955
495,piacabucu,-10.4056,-36.4344,25.61,65,81,4.11,BR,1724698930
496,bhag,29.0415,67.8239,36.55,34,3,1.51,PK,1724699176
497,urangan,-25.3,152.9,20.26,83,3,3.15,AU,1724699177
498,nova sintra,14.8667,-24.7167,26.18,70,18,1.22,CV,1724699181
499,dalnerechensk,45.9339,133.7225,16.05,98,61,2.63,RU,1724699182
500,tabou,4.423,-7.3528,24.38,86,98,3.81,CI,1724699184
501,figueira da foz,40.1508,-8.8618,17.47,80,19,2.81,PT,1724699115
502,kailua-kona,19.6406,-155.9956,28.11,92,0,5.14,US,1724699186
503,leca da palmeira,41.191,-8.7003,24.41,68,0,1.54,PT,1724699187
504,sitia,35.2,26.0986,25.66,77,0,3.56,GR,1724699188
505,cruzeiro do sul,-29.5128,-51.9853,17.51,52,0,2.35,BR,1724699191
506,krasnoshchekovo,51.6708,82.7289,12.31,78,100,1.45,RU,1724699192
507,manosque,43.8288,5.7869,22.05,48,2,1.35,FR,1724699193
508,akhtubinsk,48.2795,46.1722,25.39,37,0,5.69,RU,1724699194
509,howard springs,-12.497,131.047,22.95,89,18,1.28,AU,1724699195
510,neustrelitz,53.3667,13.0833,16.28,53,0,1.65,DE,1724699196
511,ghadamis,30.1337,9.5007,36.28,17,100,4.79,LY,1724699198
512,penn yan,42.6609,-77.0539,27.86,52,75,3.13,US,1724699199
513,olocuilta,13.5697,-89.1172,29.92,61,20,2.57,SV,1724699200
514,babayevo,59.3936,35.9371,17.2,76,2,2.16,RU,1724699201
515,vorkuta,67.5,64.0,11.73,87,100,3.94,RU,1724699202
516,mont-dore,-22.2833,166.5833,19.89,82,100,2.48,NC,1724699203
517,borkum,53.5809,6.6915,18.15,78,13,4.98,DE,1724699204
518,keflavik,64.0049,-22.5624,9.24,76,75,4.63,IS,1724699205
519,brisas de zicatela,15.8369,-97.0419,31.29,94,40,2.57,MX,1724699207
520,markaz-e hukumat-e darweshan,31.1323,64.1934,29.42,10,0,1.73,AF,1724699208
521,dingwall,57.5953,-4.4272,15.49,77,100,1.43,GB,1724699209
522,san antonio de pale,-1.4014,5.6325,24.25,88,100,6.45,GQ,1724699210
523,nicoya,10.1483,-85.452,28.52,78,94,0.95,CR,1724699211
524,morfou,35.1981,32.9914,27.47,70,0,3.38,CY,1724699212
525,illizi,26.4833,8.4667,33.54,16,0,2.74,DZ,1724699213
526,sisimiut,66.9395,-53.6735,4.59,97,100,2.66,GL,1724699214
527,port shepstone,-30.7414,30.455,20.79,53,75,2.49,ZA,1724699218
528,dampit,-8.2116,112.7493,18.62,91,100,1.97,ID,1724699219
529,mbandaka,0.0487,18.2603,26.5,52,7,0.43,CD,1724699220
530,grande prairie,55.1667,-118.8027,20.21,50,100,3.01,CA,1724699221
531,soderhamn,61.3037,17.0592,16.45,70,12,6.28,SE,1724699222
532,plettenberg bay,-34.0527,23.3716,16.22,73,0,3.72,ZA,1724699223
533,hun,29.1268,15.9477,31.66,24,0,3.23,LY,1724699226
534,markovo,57.3206,107.0881,12.44,92,100,2.05,RU,1724699227
535,tamanrasset,22.785,5.5228,33.95,14,40,2.06,DZ,1724698935
536,darnah,32.767,22.6367,27.48,80,0,7.81,LY,1724699229
537,vilyuysk,63.7553,121.6247,10.44,78,100,1.94,RU,1724699230
538,ambon,-3.6954,128.1814,26.6,95,40,1.03,ID,1724699231
539,lubao,14.9167,120.55,25.84,88,100,0.51,PH,1724699232
540,mogadishu,2.0371,45.3438,25.57,86,56,6.66,SO,1724699234
541,holualoa,19.6228,-155.9522,26.04,94,0,5.14,US,1724699235
542,lata,40.1629,-8.3327,20.01,47,92,1.74,PT,1724699236
543,klaksvik,62.2266,-6.589,11.05,77,16,4.4,FO,1724699237
544,catio,11.2833,-15.25,26.46,84,99,3.02,GW,1724699238
545,smara,26.7384,-11.6719,37.59,22,85,7.01,EH,1724699241
546,sadjoavato,-12.6334,49.349,20.85,73,2,5.47,MG,1724699242
547,christchurch,-43.5333,172.6333,8.86,95,100,6.17,NZ,1724698918
548,rongelap,11.1635,166.8941,28.38,78,100,10.1,MH,1724699244
549,kayangel,8.0823,134.7173,28.61,74,11,2.39,PW,1724699011
550,conception bay south,47.4999,-52.9981,25.74,60,100,3.27,CA,1724699247
551,raduzhnyy,62.0961,77.475,12.15,73,24,4.0,RU,1724699250
552,nola,40.922,14.5329,28.55,76,100,1.26,IT,1724699251
553,abalak,58.1286,68.5944,11.49,78,53,2.23,RU,1724699252
554,zimatlan de alvarez,16.8667,-96.7833,26.14,47,100,1.54,MX,1724699253
555,minas de marcona,-15.2119,-75.1103,18.94,44,34,7.34,PE,1724699207
556,puerto aysen,-45.4,-72.7,6.24,90,99,2.54,CL,1724698957
557,elverum,60.8819,11.5623,12.86,63,96,3.04,NO,1724699257
558,muang phonsavan,19.45,103.2167,18.27,100,100,0.68,LA,1724699258
559,amga,60.8953,131.9608,11.44,94,100,1.23,RU,1724699259
560,seferihisar,38.1969,26.839,27.57,68,40,1.21,TR,1724699263
561,nadi,-17.8,177.4167,19.0,88,20,2.06,FJ,1724699264
562,bandarbeyla,9.4942,50.8122,25.41,82,1,11.99,SO,1724699265
563,nova vicosa,-17.8919,-39.3719,25.39,67,9,5.4,BR,1724699266
564,punta gorda,26.9298,-82.0454,32.21,69,0,2.06,US,1724699208
565,sao geraldo do araguaia,-6.4006,-48.555,40.13,16,4,1.51,BR,1724699268
566,nikki,9.9401,3.2108,22.72,96,100,0.19,BJ,1724699269
567,mendoza,-32.8908,-68.8272,17.21,23,0,1.96,AR,1724699270
568,novaya igirma,57.1334,103.9112,12.03,89,97,2.8,RU,1724698986
569,tidjikja,18.5564,-11.4271,36.83,30,84,2.62,MR,1724699273
570,peruibe,-24.32,-46.9983,16.2,54,2,2.25,BR,1724699274
571,ouarzazat,30.9189,-6.8934,33.12,19,0,5.71,MA,1724699276
572,grand falls-windsor,48.9332,-55.6649,29.72,48,100,0.45,CA,1724699277
573,dzhalagash,45.0833,64.6667,21.92,24,0,3.23,KZ,1724699278
574,rasskazovo,52.6714,41.9033,20.72,55,0,3.02,RU,1724699281
575,porto novo,6.4965,2.6036,24.59,86,100,4.3,BJ,1724699282
576,posto fiscal rolim de moura,-13.0833,-62.2667,32.24,20,0,1.24,BR,1724699283
577,kourou,5.1552,-52.6478,27.21,69,100,2.0,GF,1724699284
578,saint-francois,46.4154,3.9054,18.69,57,0,2.06,FR,1724699138
579,callao,-12.0667,-77.15,19.16,77,75,7.2,PE,1724699002
580,zayed city,24.3768,54.589,35.56,69,3,3.15,AE,1724699288
581,mount pearl,47.5166,-52.7813,25.41,60,100,3.07,CA,1724699289
582,mezhdurechenskiy,59.6,65.9333,12.66,76,0,0.31,RU,1724699290
